RUN095_time_s,RUN095_Id,RUN095_ImpactMax,RUN095_HoleMax,RUN095_Tmax,RUN095_Tmin,RUN095_JouleMax,RUN095_HeatMax,RUN094_nearest_time_s,RUN094_Id,RUN094_ImpactMax,RUN094_HoleMax,RUN094_Tmax,RUN094_Tmin,RUN094_JouleMax,RUN094_HeatMax
2.04030117279366e-10,0.0003323700474,6.34150217e+28,5.91794869e+19,353.2477602,299.9997008,2374635929000.0,2383868814000.0,2.04159644422527e-10,0.0003317681752,6.312681424e+28,5.908620709e+19,353.2638096,299.9997064,2383855674000.0,2383855674000.0
2.14308995078796e-10,0.000329815393,5.973121005e+28,6.174819156e+19,355.2689836,299.9997104,2265662824000.0,2274722849000.0,2.18142624273068e-10,0.0003283292097,5.825322353e+28,6.252312802e+19,356.0019944,299.999715,2267535721000.0,2267535721000.0
2.30246063681088e-10,0.0003258805624,5.478599625e+28,6.534401363e+19,358.328173,299.9997235,2276026496000.0,2275843502000.0,2.28007659410515e-10,0.0003259142949,5.524249152e+28,6.472993157e+19,357.8915519,299.9997203,2276247891000.0,2276247891000.0
2.37822904280244e-10,0.0003239684242,5.273191297e+28,6.690867573e+19,359.751349,299.9997292,2281428687000.0,2281245015000.0,2.34222606080734e-10,0.0003243642913,5.35129209e+28,6.603895552e+19,359.0644069,299.9997233,2280903156000.0,2280903156000.0
2.42757359694029e-10,0.0003227081569,5.148795907e+28,6.788373178e+19,360.6676387,299.9997326,2284574020000.0,2284390047000.0,2.42590672352298e-10,0.0003222477339,5.137298252e+28,6.771297952e+19,360.6226654,299.999727,2286435199000.0,2286435199000.0
2.52626270521598e-10,0.0003201567747,4.920597225e+28,6.974083641e+19,362.4757646,299.9997392,2290252387000.0,2290067981000.0,2.58422327998079e-10,0.0003181754191,4.785604089e+28,7.063974249e+19,363.5069553,299.9997331,2295345012000.0,2295345012000.0
2.68062745899866e-10,0.0003161323955,4.612523341e+28,7.242971629e+19,365.2402383,299.9997486,2298061102000.0,2297876252000.0,2.69986422526177e-10,0.0003151682352,4.566940152e+28,7.260684145e+19,365.5623081,299.9997369,2301038645000.0,2301038645000.0
2.75353038131295e-10,0.0003142246556,4.48504638e+28,7.361991838e+19,366.5192904,299.9997528,2301430820000.0,2301245766000.0,2.78509930351805e-10,0.0003129496823,4.423183212e+28,7.397982342e+19,367.0500806,299.9997395,2305032561000.0,2305032561000.0
2.79622396667979e-10,0.00031310449,4.415073148e+28,7.429616304e+19,367.2605136,299.9997551,2303353389000.0,2303168188000.0,2.78509930351805e-10,0.0003129496823,4.423183212e+28,7.397982342e+19,367.0500806,299.9997395,2305032561000.0,2305032561000.0
2.88161113741346e-10,0.0003108683347,4.284412091e+28,7.560681588e+19,368.7257532,299.9997597,2307142156000.0,2306956591000.0,2.93753632198455e-10,0.0003089982694,4.19666259e+28,7.629659541e+19,369.6540508,299.9997436,2311903212000.0,2311903212000.0
3.03350208503519e-10,0.0003069068686,4.078069777e+28,7.781521347e+19,371.2755348,299.9997674,2313620032000.0,2313433620000.0,3.04595260263645e-10,0.0003061852501,4.055380392e+28,7.784895097e+19,371.4615885,299.9997463,2316515998000.0,2316515998000.0
3.09979078128107e-10,0.0003051733876,3.996820465e+28,7.87343759e+19,372.3653955,299.9997707,2316280130000.0,2316093263000.0,3.12919929728251e-10,0.0003040119059,3.955775786e+28,7.899400957e+19,372.8241107,299.9997482,2319908604000.0,2319908604000.0
