run,time_label,time_ns,path_kind,path_score_Acm-2,bottleneck_capacity_Acm-2,bottleneck_x_um,bottleneck_y_um,bottleneck_zone,bottleneck_Je_x_Acm-2,bottleneck_Je_y_Acm-2,bottleneck_Je_mag_Acm-2,bottleneck_Jtotal_Acm-2,bottleneck_electron_cm-3,bottleneck_impact_cm-3s-1,path_length_um,path_max_depth_um,path_channel_fraction,path_UID_fraction,path_substrate_fraction,path_Je_mag_p10_Acm-2,path_electron_p10_cm-3,path_impact_max_cm-3s-1,method,filter_size,endpoint_case,path_points
RUN096,t500ns,500.0,directed,50.9451341,50.9451341,8.12,0.1525,gate/UID-transition,-475.97557700000004,-51.9323317,478.800289239973,478.84762,2969259895000000.0,0.0,16.355,0.225,0.5493732803424028,0.4506267196575971,0.0,150.81366089540157,23722374630000.004,1.29904494e+25,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN096,t500ns,500.0,directed,50.589326,50.589326,8.12,0.1525,gate/UID-transition,-475.97557700000004,-51.9323317,478.800289239973,478.84762,2969259895000000.0,0.0,16.355,0.225,0.5493732803424028,0.4506267196575971,0.0,150.81366089540157,23722374630000.004,1.29904494e+25,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN096,t500ns,500.0,directed,50.223283,50.223283,8.1,0.1525,gate/UID-transition,-489.88514699999996,-51.2104806,492.5545356348823,492.6243655,3211202690000000.0,0.0,16.345,0.22,0.5484857754665036,0.45151422453349654,0.0,150.77104981818673,22854071870000.0,1.29904494e+25,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN096,t500ns,500.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-151.8099735,-151.001461,214.12078198578772,429.750133,2.557655065e+18,0.0,16.59,0.225,0.9222423146473779,0.07775768535262209,0.0,183.56882230113624,24598432440000.004,1.29904494e+25,fixed-HEATMAP,3,x2-x18_surface-only,
RUN096,t500ns,500.0,directed,50.589326,50.589326,8.12,0.1525,gate/UID-transition,-475.97557700000004,-51.9323317,478.800289239973,478.84762,2969259895000000.0,0.0,14.365,0.225,0.5565610859728506,0.4434389140271494,0.0,161.31693672977397,21936021800000.004,1.29904494e+25,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN118,t50ns,50.0,directed,588.718622,588.718622,8.38,0.1525,gate/UID-transition,-3179.5057150000002,-593.477092,3234.419832125452,3235.12532,7707122810000000.0,0.0,16.395,0.205,0.5516925892040256,0.4483074107959744,0.0,1461.3218696353074,207733782200000.0,1.28112205e+26,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN118,t50ns,50.0,directed,583.636672,583.636672,8.38,0.1525,gate/UID-transition,-3179.5057150000002,-593.477092,3234.419832125452,3235.12532,7707122810000000.0,0.0,16.39,0.205,0.5515558267236119,0.448444173276388,0.0,1461.2965460506637,207725282400000.0,1.28112205e+26,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN118,t50ns,50.0,directed,572.152938,572.152938,8.38,0.1525,gate/UID-transition,-3179.5057150000002,-593.477092,3234.419832125452,3235.12532,7707122810000000.0,0.0,16.375,0.205,0.5511450381679388,0.4488549618320611,0.0,1460.3072865193185,206917302500000.0,1.28112205e+26,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN118,t50ns,50.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-1559.539255,-1484.58322,2153.172084388873,4346.18066,2.557505845e+18,0.0,16.55,0.205,0.9389728096676736,0.061027190332326293,0.0,1486.335431449739,208997454000000.0,1.28112205e+26,fixed-HEATMAP,3,x2-x18_surface-only,
RUN118,t50ns,50.0,directed,583.636672,583.636672,8.38,0.1525,gate/UID-transition,-3179.5057150000002,-593.477092,3234.419832125452,3235.12532,7707122810000000.0,0.0,14.325,0.205,0.5567190226876091,0.4432809773123909,0.0,1736.0038822828446,205141436000000.0,1.28112205e+26,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN118,t100ns,100.0,directed,213.779539,213.779539,8.24,0.1525,gate/UID-transition,-1505.008495,-215.80017049999998,1520.4013560931844,1520.66762,5801177810000000.0,0.0,16.335,0.215,0.5488215488215488,0.4511784511784512,0.0,622.7777204653273,85347161920000.0,4.97972865e+25,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN118,t100ns,100.0,directed,213.618096,213.618096,8.24,0.1525,gate/UID-transition,-1505.008495,-215.80017049999998,1520.4013560931844,1520.66762,5801177810000000.0,0.0,16.335,0.215,0.5488215488215488,0.4511784511784512,0.0,622.7777204653273,85347161920000.0,4.97972865e+25,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN118,t100ns,100.0,directed,209.91818,209.91818,8.24,0.1525,gate/UID-transition,-1505.008495,-215.80017049999998,1520.4013560931844,1520.66762,5801177810000000.0,0.0,16.385,0.21,0.5508086664632285,0.44919133353677143,0.0,599.8766603016975,83530895120000.0,4.97972865e+25,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN118,t100ns,100.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-612.3118,-600.64755,857.7314380039026,1724.734455,2.55737005e+18,0.0,16.57,0.215,0.9293904646952322,0.0706095353047677,0.0,624.1119601564197,87339088100000.0,4.97972865e+25,fixed-HEATMAP,3,x2-x18_surface-only,
RUN118,t100ns,100.0,directed,213.618096,213.618096,8.24,0.1525,gate/UID-transition,-1505.008495,-215.80017049999998,1520.4013560931844,1520.66762,5801177810000000.0,0.0,14.345,0.215,0.5559428372255141,0.44405716277448587,0.0,675.0432853860544,81716399190000.0,4.97972865e+25,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN118,t500ns,500.0,directed,50.9454074,50.9454074,8.12,0.1525,gate/UID-transition,-476.0603575,-51.93176335,478.8845080263802,478.93174650000003,2969898560000000.0,0.0,16.355,0.225,0.5493732803424028,0.4506267196575971,0.0,150.76802338687173,24119270210000.004,1.29708457e+25,fixed-HEATMAP,1,x2-x18_channel-edge,
RUN118,t500ns,500.0,directed,50.5910059,50.5910059,8.12,0.1525,gate/UID-transition,-476.0603575,-51.93176335,478.8845080263802,478.93174650000003,2969898560000000.0,0.0,16.355,0.225,0.5493732803424028,0.4506267196575971,0.0,150.76802338687173,24119270210000.004,1.29708457e+25,fixed-HEATMAP,3,x2-x18_channel-edge,
RUN118,t500ns,500.0,directed,50.2224491,50.2224491,8.1,0.1525,gate/UID-transition,-489.96288300000003,-51.208805049999995,492.6316762372479,492.7014165,3211844985000000.0,0.0,16.345,0.22,0.5484857754665036,0.45151422453349654,0.0,150.6680939120763,23208308150000.0,1.29708457e+25,fixed-HEATMAP,5,x2-x18_channel-edge,
RUN118,t500ns,500.0,directed,0.0,0.0,2.0,0.0025,contact-extension,-151.793937,-150.9855185,214.09816932116402,429.7047205,2.557653945e+18,0.0,16.59,0.225,0.9222423146473779,0.07775768535262209,0.0,184.21971794360664,24975041900000.004,1.29708457e+25,fixed-HEATMAP,3,x2-x18_surface-only,
RUN118,t500ns,500.0,directed,50.5910059,50.5910059,8.12,0.1525,gate/UID-transition,-476.0603575,-51.93176335,478.8845080263802,478.93174650000003,2969898560000000.0,0.0,14.365,0.225,0.5565610859728506,0.4434389140271494,0.0,161.72707379797032,22289981120000.004,1.29708457e+25,fixed-HEATMAP,3,x3-x17_channel-edge,
RUN096,t50ns,50.0,scalar,189.70033490340555,189.70033490340555,14.5390625,0.01875,channel-drift,-189.6962115,3.8954209850000003,189.7362036146584,939.759249,59250570950000.0,1.95878386e+24,,0.25,0.9332338375242505,0.06676616247574953,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,195
RUN096,t50ns,50.0,directed,189.65565,189.65565,14.6484375,0.01875,channel-drift,-191.4304795,4.287957185,191.47849763986636,1026.9877015,60354713950000.0,2.57972631e+24,,0.2,0.9529573744937677,0.04704262550623217,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,189
RUN096,t50ns,50.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,4733.72574,2.02404018e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN096,t50ns,50.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-1301.836605,-1638.62333,2092.8126919861256,4281.44344,2.03228573e+18,0.0,,0.2,0.9531206189300503,0.04687938106994968,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,192
RUN096,t50ns,50.0,scalar,189.70033490340555,189.70033490340555,14.5390625,0.01875,channel-drift,-189.6962115,3.8954209850000003,189.7362036146584,939.759249,59250570950000.0,1.95878386e+24,,0.25,0.9238795430397911,0.07612045696020879,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,179
RUN096,t50ns,50.0,directed,189.65565,189.65565,14.6484375,0.01875,channel-drift,-191.4304795,4.287957185,191.47849763986636,1026.9877015,60354713950000.0,2.57972631e+24,,0.2,0.9462886457217844,0.053711354278215655,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
RUN096,t100ns,100.0,scalar,62.820020803850596,62.820020803850596,14.5390625,0.01875,channel-drift,-62.896384850000004,1.431546685,62.91267402607081,348.4892265,19609243500000.0,6.618670124999999e+23,,0.25,0.9254793064219315,0.0745206935780684,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,194
RUN096,t100ns,100.0,directed,62.8017656,62.8017656,14.6484375,0.01875,channel-drift,-63.37725925,1.58275706,63.39701972453193,383.17647999999997,19966470900000.0,8.81189675e+23,,0.2,0.9451601949891205,0.054839805010879504,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,188
RUN096,t100ns,100.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,1867.853515,2.023758305e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN096,t100ns,100.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-528.599535,-662.47721,847.5219891965047,1712.95964,2.03203818e+18,0.0,,0.2,0.9453507006451706,0.05464929935482935,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,191
RUN096,t100ns,100.0,scalar,62.820020803850596,62.820020803850596,14.5390625,0.01875,channel-drift,-62.896384850000004,1.431546685,62.91267402607081,348.4892265,19609243500000.0,6.618670124999999e+23,,0.25,0.9150425174598171,0.08495748254018282,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN096,t100ns,100.0,directed,62.8017656,62.8017656,14.6484375,0.01875,channel-drift,-63.37725925,1.58275706,63.39701972453193,383.17647999999997,19966470900000.0,8.81189675e+23,,0.2,0.9373765975172142,0.06262340248278549,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,172
RUN096,t500ns,500.0,scalar,13.611281524071266,13.611281524071266,14.5390625,0.01875,channel-drift,-13.682541350000001,0.3462158205,13.686920880491138,86.4097046,4246149900000.0,1.40618158e+23,,0.275,0.90865760323323,0.0913423967667699,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,196
RUN096,t500ns,500.0,directed,13.6063851,13.6063851,14.6484375,0.01875,channel-drift,-13.7095502,0.38173988049999996,13.714863908281563,95.6032804,4310351785000.0,1.8974474800000002e+23,,0.2,0.9451601949891205,0.054839805010879504,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,188
RUN096,t500ns,500.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,464.145108,2.023919215e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN096,t500ns,500.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-133.2636335,-166.363011,213.15686112018173,428.29610049999997,2.03220207e+18,0.0,,0.2,0.9453507006451708,0.054649299354829366,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,191
RUN096,t500ns,500.0,scalar,13.611281524071266,13.611281524071266,14.5390625,0.01875,channel-drift,-13.682541350000001,0.3462158205,13.686920880491138,86.4097046,4246149900000.0,1.40618158e+23,,0.275,0.889947929013614,0.11005207098638595,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN096,t500ns,500.0,directed,13.6063851,13.6063851,14.6484375,0.01875,channel-drift,-13.7095502,0.38173988049999996,13.714863908281563,95.6032804,4310351785000.0,1.8974474800000002e+23,,0.2,0.9374666346790959,0.06253336532090409,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
RUN118,t50ns,50.0,scalar,190.30057060413336,190.30057060413336,14.5390625,0.01875,channel-drift,-190.3218325,3.8953632049999998,190.3616919988287,937.4706205,61682072350000.0,1.9529454549999998e+24,,0.25,0.9332338375242505,0.06676616247574953,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,195
RUN118,t50ns,50.0,directed,190.256054,190.256054,14.6484375,0.01875,channel-drift,-192.017924,4.284360445,192.0657150084118,1023.9068614999999,62863168850000.0,2.5706070250000003e+24,,0.2,0.9529573744937677,0.04704262550623217,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,189
RUN118,t50ns,50.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,4727.594035,2.024038395e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN118,t50ns,50.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-1300.23141,-1636.575215,2090.210552528832,4276.01483,2.03228412e+18,0.0,,0.2,0.9531206189300503,0.04687938106994968,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,192
RUN118,t50ns,50.0,scalar,190.30057060413336,190.30057060413336,14.5390625,0.01875,channel-drift,-190.3218325,3.8953632049999998,190.3616919988287,937.4706205,61682072350000.0,1.9529454549999998e+24,,0.25,0.9238795430397911,0.07612045696020879,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,179
RUN118,t50ns,50.0,directed,190.256054,190.256054,14.6484375,0.01875,channel-drift,-192.017924,4.284360445,192.0657150084118,1023.9068614999999,62863168850000.0,2.5706070250000003e+24,,0.2,0.9462886457217844,0.053711354278215655,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
RUN118,t100ns,100.0,scalar,62.827880154741365,62.827880154741365,14.5390625,0.01875,channel-drift,-62.91384585,1.4319888,62.93014056524018,347.5775275,20207264700000.0,6.597930465e+23,,0.25,0.9254793064219315,0.0745206935780684,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,194
RUN118,t100ns,100.0,directed,62.8096234,62.8096234,14.6484375,0.01875,channel-drift,-63.37746995,1.5823873700000002,63.397221130360975,382.0292565,20576852850000.0,8.780851375e+23,,0.2,0.9451601949891205,0.054839805010879504,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,188
RUN118,t100ns,100.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,1866.3555000000001,2.023757185e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN118,t100ns,100.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-528.184505,-661.95361,846.8538558181849,1711.5986,2.03203711e+18,0.0,,0.2,0.9453507006451706,0.05464929935482935,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,191
RUN118,t100ns,100.0,scalar,62.827880154741365,62.827880154741365,14.5390625,0.01875,channel-drift,-62.91384585,1.4319888,62.93014056524018,347.5775275,20207264700000.0,6.597930465e+23,,0.25,0.9150425174598171,0.08495748254018282,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN118,t100ns,100.0,directed,62.8096234,62.8096234,14.6484375,0.01875,channel-drift,-63.37746995,1.5823873700000002,63.397221130360975,382.0292565,20576852850000.0,8.780851375e+23,,0.2,0.9374666346790959,0.06253336532090409,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
RUN118,t500ns,500.0,scalar,13.613454687341758,13.613454687341758,14.5390625,0.01875,channel-drift,-13.686223349999999,0.3462547835,13.69060268801859,86.28046035,4315640885000.0,1.403309555e+23,,0.275,0.90865760323323,0.0913423967667699,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,196
RUN118,t500ns,500.0,directed,13.6085593,13.6085593,14.6484375,0.01875,channel-drift,-13.710519049999998,0.3816485975,13.715829842644833,95.43962705,4380037970000.0,1.893125655e+23,,0.2,0.9451601949891205,0.054839805010879504,0.0,,,,native-vertex-Delaunay,1,x2-x18_channel-edge,188
RUN118,t500ns,500.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,464.095838,2.023918275e+18,0.0,,0.0,1.0,0.0,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,183
RUN118,t500ns,500.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-133.249646,-166.345453,213.13441273736282,428.250906,2.03220115e+18,0.0,,0.2,0.9453507006451708,0.054649299354829366,0.0,,,,native-vertex-Delaunay,1,x2-x18_surface-only,191
RUN118,t500ns,500.0,scalar,13.613454687341758,13.613454687341758,14.5390625,0.01875,channel-drift,-13.686223349999999,0.3462547835,13.69060268801859,86.28046035,4315640885000.0,1.403309555e+23,,0.275,0.889947929013614,0.11005207098638595,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,178
RUN118,t500ns,500.0,directed,13.6085593,13.6085593,14.6484375,0.01875,channel-drift,-13.710519049999998,0.3816485975,13.715829842644833,95.43962705,4380037970000.0,1.893125655e+23,,0.2,0.9374666346790959,0.06253336532090409,0.0,,,,native-vertex-Delaunay,1,x3-x17_channel-edge,173
